,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
19386,46,4,176814,Prof-school,15,2,10,0,4,1,99999,0,50,39,1
19387,42,2,245307,Bachelors,13,2,4,0,4,1,0,1977,48,39,1
19388,61,7,124971,Doctorate,16,2,10,0,4,1,0,0,40,0,1
19389,28,4,119545,Some-college,10,2,4,3,4,1,7688,0,50,39,1
19390,18,4,179203,Some-college,10,4,12,3,4,0,0,0,20,39,0
19391,24,1,44075,Bachelors,13,4,10,1,1,1,0,0,40,39,0
19392,45,4,178319,Doctorate,16,2,10,0,4,1,0,0,56,39,1
19393,24,4,219754,HS-grad,9,4,1,3,4,1,0,0,40,39,0
19394,44,4,198316,Bachelors,13,2,4,0,4,1,15024,0,50,39,1
19395,20,4,168165,Some-college,10,4,8,3,4,1,0,0,30,39,0
19396,35,4,356838,Some-college,10,2,13,0,4,1,2829,0,55,31,0
19397,52,5,210736,Bachelors,13,2,12,0,4,1,0,0,60,39,0
19398,25,4,173212,Assoc-acdm,12,4,5,1,4,1,2354,0,45,39,0
19399,19,4,130431,5th-6th,3,4,5,1,4,1,0,0,36,26,0
19400,35,0,169809,Bachelors,13,2,0,0,4,1,0,0,20,39,0
19401,54,4,197481,Some-college,10,0,1,4,4,0,0,0,40,39,0
19402,21,4,155066,Some-college,10,4,3,3,4,1,0,0,40,39,0
19403,26,4,31290,HS-grad,9,2,1,5,4,0,0,0,40,39,1
19404,42,4,54102,Assoc-voc,11,0,1,4,4,0,0,0,40,39,0
19405,19,4,181546,Some-college,10,4,1,3,4,0,0,0,40,39,0
19406,55,4,153484,Masters,14,2,4,0,4,1,0,1977,50,39,1
19407,44,7,351228,HS-grad,9,2,1,0,4,1,0,0,40,39,0
19408,25,4,131976,Bachelors,13,4,4,3,4,1,0,0,55,39,0
19409,26,4,200639,Some-college,10,2,7,0,4,1,0,0,40,39,0
19410,64,1,267546,Assoc-acdm,12,5,10,1,4,0,0,0,40,39,1
19411,41,4,179875,11th,7,0,8,4,3,0,0,0,40,39,0
19412,25,0,237865,Some-college,10,4,0,3,2,1,0,0,40,0,0
19413,43,4,300528,Some-college,10,2,14,0,4,1,0,0,40,39,0
19414,45,4,67716,HS-grad,9,4,3,3,4,1,10520,0,48,39,1
19415,48,1,326048,Bachelors,13,2,10,0,4,1,0,0,44,39,1
19416,60,4,191188,HS-grad,9,2,14,0,4,1,0,0,40,39,0
19417,45,6,32172,Some-college,10,4,5,1,4,1,0,0,50,39,0
19418,51,4,252903,10th,6,2,12,0,4,1,0,1977,40,39,1
19419,37,1,334314,HS-grad,9,0,1,4,4,0,0,0,40,39,0
19420,22,4,83704,Some-college,10,4,1,3,4,1,0,0,30,39,0
19421,44,4,160574,HS-grad,9,2,3,0,4,1,0,0,65,39,1
19422,27,4,203776,HS-grad,9,2,3,0,4,1,0,0,50,39,0
19423,47,2,328610,HS-grad,9,2,3,0,4,1,0,0,40,39,0
19424,32,4,295589,Masters,14,2,4,0,2,1,0,1977,40,39,1
19425,40,4,174373,Bachelors,13,2,4,0,4,1,0,0,50,39,1
19426,41,4,247752,HS-grad,9,2,12,0,4,1,0,0,40,39,0
19427,32,0,199244,10th,6,0,0,1,4,0,0,0,40,39,0
19428,26,4,139992,Bachelors,13,4,10,1,4,0,0,0,40,39,0
19429,47,4,95680,Some-college,10,2,4,0,1,1,0,0,40,39,0
19430,55,5,189933,HS-grad,9,2,4,0,4,1,0,0,45,39,0
19431,38,4,498785,HS-grad,9,2,6,0,4,1,0,0,40,39,0
19432,24,7,177526,Bachelors,13,4,10,1,4,1,0,0,15,39,0
19433,64,6,150121,Doctorate,16,2,4,0,4,1,0,0,25,39,1
19434,56,1,130454,Bachelors,13,2,10,0,4,1,0,0,40,39,1
19435,41,4,119079,HS-grad,9,2,12,0,4,1,0,0,49,39,1
19436,33,4,220939,HS-grad,9,2,12,0,4,1,7298,0,45,39,1
19437,33,4,94235,Prof-school,15,4,10,3,4,1,0,0,42,39,1
19438,21,4,305874,Some-college,10,2,8,0,4,1,0,0,40,39,0
19439,59,2,62020,HS-grad,9,6,3,1,2,1,0,0,40,39,0
19440,58,4,235624,Assoc-voc,11,2,4,0,4,1,0,0,40,11,1
19441,43,2,247514,Masters,14,0,10,4,4,1,0,0,40,39,0
19442,21,4,275726,HS-grad,9,4,3,3,2,1,0,0,40,39,0
19443,45,4,72896,HS-grad,9,4,7,1,4,1,0,0,40,39,0
19444,53,2,110510,HS-grad,9,2,4,5,4,0,0,0,50,39,1
19445,41,4,173938,Prof-school,15,2,1,0,4,1,0,0,50,0,1
19446,27,4,200641,10th,6,2,4,5,4,0,0,0,40,26,0
19447,53,4,211654,Some-college,10,2,3,0,4,1,0,0,50,0,1
19448,38,4,242720,Masters,14,2,10,0,4,1,0,0,35,39,1
19449,31,4,111567,Bachelors,13,2,4,0,4,1,0,0,70,39,1
19450,41,4,179533,HS-grad,9,2,14,0,4,1,0,0,35,39,0
19451,22,7,334693,Some-college,10,4,1,3,4,0,0,0,40,39,0
19452,43,6,198096,Masters,14,2,12,0,4,1,0,0,60,39,0
19453,41,7,355756,Some-college,10,4,10,1,4,1,0,0,40,39,0
19454,27,4,19395,Some-college,10,2,6,5,4,0,0,0,35,39,0
19455,41,2,242586,Some-college,10,2,4,0,4,1,0,0,40,39,0
19456,36,4,208358,Prof-school,15,0,10,1,4,1,99999,0,45,39,1
19457,49,4,160647,Bachelors,13,2,1,5,4,0,0,0,40,39,1
19458,20,4,227943,HS-grad,9,4,6,3,4,1,0,0,45,39,0
19459,58,6,197665,HS-grad,9,3,8,4,4,0,0,0,45,39,0
19460,35,6,216129,12th,8,4,8,1,2,0,0,0,40,38,0
19461,30,2,326104,HS-grad,9,2,11,0,4,1,0,0,40,39,1
19462,21,4,57211,HS-grad,9,4,3,3,4,1,0,0,40,39,0
19463,29,4,100219,Assoc-acdm,12,4,7,4,4,1,0,0,45,39,0
19464,40,4,291192,HS-grad,9,6,12,1,4,0,0,0,40,39,0
19465,54,7,93415,Bachelors,13,4,10,4,1,0,0,0,40,39,1
19466,35,4,191502,Bachelors,13,2,12,0,4,1,0,0,60,39,1
19467,35,4,261382,Bachelors,13,2,12,0,4,1,0,0,50,39,0
19468,40,4,170230,Bachelors,13,3,8,1,4,0,0,0,40,0,0
19469,59,4,374924,HS-grad,9,5,12,4,2,0,0,0,40,39,0
19470,43,5,320984,Some-college,10,2,7,0,4,1,0,0,50,39,0
19471,39,4,338320,10th,6,2,3,0,4,1,0,0,60,39,1
19472,51,4,135190,7th-8th,4,5,7,1,2,0,0,0,30,39,0
19473,71,4,157909,Some-college,10,4,8,1,4,0,2964,0,60,39,0
19474,33,4,637222,12th,8,0,7,4,2,0,0,0,40,39,0
19475,28,4,430084,HS-grad,9,0,8,3,2,1,0,0,35,39,0
19476,30,4,125279,HS-grad,9,3,12,4,4,1,0,0,40,39,0
19477,20,4,221955,5th-6th,3,3,5,2,4,1,0,0,40,26,0
19478,51,5,180195,HS-grad,9,2,12,0,4,1,0,0,50,39,0
19479,39,4,208778,HS-grad,9,2,7,5,4,0,0,0,40,39,1
19480,62,4,81534,Some-college,10,2,12,0,1,1,0,0,40,39,1
19481,37,4,325538,HS-grad,9,4,4,3,4,1,0,0,60,0,0
19482,28,4,142264,9th,5,4,7,1,4,1,0,0,50,6,0
19483,23,4,128604,HS-grad,9,4,12,3,1,1,0,0,48,35,0
19484,39,4,277886,Bachelors,13,2,12,5,4,0,0,0,30,39,0
19485,50,5,100029,Bachelors,13,6,12,4,4,1,0,0,65,39,1
19486,31,4,169269,7th-8th,4,4,3,4,4,1,0,0,40,39,0
19487,45,2,160472,Bachelors,13,2,4,0,4,1,0,1977,50,39,1
19488,23,0,123983,Bachelors,13,4,0,3,3,1,0,0,40,39,0
19489,47,4,297884,10th,6,6,7,1,4,1,0,0,40,39,0
19490,59,4,99131,HS-grad,9,6,10,1,4,0,0,0,18,39,0
19491,32,4,44392,Assoc-acdm,12,2,6,0,4,1,0,0,40,39,0
19492,82,0,29441,7th-8th,4,6,0,1,4,1,0,0,5,39,0
19493,49,4,199029,Bachelors,13,2,12,0,4,1,0,2415,55,39,1
19494,74,1,181508,HS-grad,9,6,8,1,4,1,0,0,17,39,0
19495,22,4,190625,Some-college,10,4,1,3,4,1,0,0,35,39,0
19496,32,4,194740,Some-college,10,2,3,0,4,1,0,0,55,12,0
19497,34,4,27380,Bachelors,13,2,5,0,4,1,0,0,50,39,1
19498,59,4,160631,Bachelors,13,2,3,0,4,1,0,0,60,39,1
19499,36,4,224531,Bachelors,13,2,12,0,4,1,0,0,50,39,1
19500,59,4,283005,11th,7,0,1,4,4,0,0,0,40,39,0
19501,47,5,101926,Bachelors,13,0,4,1,4,1,0,0,70,39,1
19502,53,2,135102,HS-grad,9,2,8,0,4,1,0,2002,45,39,0
19503,25,6,113436,Some-college,10,4,3,4,4,1,0,0,35,39,0
19504,44,4,248973,Bachelors,13,0,1,1,2,1,0,0,65,39,0
19505,57,6,225334,Prof-school,15,2,12,5,4,0,15024,0,35,39,1
19506,42,6,157562,Bachelors,13,2,5,0,4,1,0,1902,80,39,1
19507,58,2,310085,10th,6,2,14,0,4,1,0,0,40,39,0
19508,39,4,129597,Bachelors,13,2,12,0,4,1,3464,0,40,39,0
19509,32,0,53042,HS-grad,9,4,0,3,2,1,0,0,40,39,0
19510,45,4,204205,7th-8th,4,0,7,1,4,1,0,0,48,39,0
19511,47,4,169324,Bachelors,13,2,4,5,2,0,0,0,35,39,1
19512,52,0,134447,Some-college,10,2,0,0,4,1,0,0,50,39,0
19513,56,6,236731,1st-4th,2,5,4,1,4,1,0,0,25,0,0
19514,52,4,141301,HS-grad,9,0,7,1,4,0,0,0,40,39,0
19515,34,4,235124,HS-grad,9,4,8,4,2,0,0,0,35,39,0
19516,36,6,367020,7th-8th,4,2,3,0,4,1,0,0,35,39,0
19517,41,4,149102,HS-grad,9,3,3,1,4,1,0,0,40,31,0
19518,30,4,423770,Some-college,10,4,10,3,4,1,0,0,40,26,0
19519,44,4,211759,Bachelors,13,2,4,0,3,1,0,0,40,33,0
19520,17,0,110998,Some-college,10,4,0,3,1,0,0,0,40,30,0
19521,34,4,56883,Some-college,10,4,8,4,4,0,0,0,40,39,0
19522,41,4,223062,Some-college,10,5,8,1,2,1,0,0,40,39,0
19523,29,4,406662,HS-grad,9,4,6,1,4,1,0,0,40,39,0
19524,25,4,206600,9th,5,4,7,2,4,1,0,0,48,26,0
19525,42,2,147510,Bachelors,13,5,10,4,4,1,0,0,40,39,0
19526,48,4,235646,Some-college,10,2,12,0,4,1,3103,0,40,39,1
19527,26,4,187577,Assoc-voc,11,4,12,1,4,1,0,0,55,39,0
19528,64,5,132832,HS-grad,9,2,1,5,4,0,20051,0,40,0,1
19529,46,5,278322,Bachelors,13,2,12,0,4,1,0,0,45,39,0
19530,38,4,278924,Bachelors,13,2,4,0,4,1,0,1887,50,39,1
19531,49,7,203039,11th,7,2,1,0,4,1,0,0,40,39,0
19532,23,4,145651,Some-college,10,4,12,3,2,0,0,0,20,39,0
19533,46,2,144531,Bachelors,13,4,10,1,4,0,0,0,40,39,1
19534,30,4,91145,HS-grad,9,4,6,4,4,1,0,0,55,39,0
19535,49,6,211762,HS-grad,9,2,3,0,4,1,0,0,40,39,1
19536,47,0,111563,Assoc-voc,11,0,0,1,4,1,0,0,40,39,0
19537,44,4,180985,Bachelors,13,2,10,0,4,1,0,0,50,0,1
19538,31,4,207537,HS-grad,9,0,3,3,4,1,0,1669,50,39,0
19539,19,4,417657,HS-grad,9,4,6,3,4,1,0,0,50,39,0
19540,45,4,189890,Assoc-acdm,12,0,10,4,4,0,5455,0,38,39,0
19541,34,4,223212,Bachelors,13,2,10,0,4,1,0,1848,40,29,1
19542,26,4,108658,HS-grad,9,4,3,1,4,1,0,0,40,39,0
19543,38,6,190023,HS-grad,9,2,14,0,4,1,0,0,40,39,1
19544,31,4,222130,Some-college,10,4,1,1,4,0,0,0,43,39,0
19545,36,5,164866,Assoc-acdm,12,5,4,1,4,1,0,0,50,39,0
19546,31,4,170983,Bachelors,13,2,4,0,4,1,0,0,60,39,1
19547,30,4,186269,Bachelors,13,2,13,0,4,1,0,0,40,39,0
19548,37,4,286026,HS-grad,9,2,10,0,4,1,0,0,40,39,1
19549,30,4,403433,Bachelors,13,4,10,1,2,1,0,0,50,39,1
19550,21,0,224209,HS-grad,9,2,0,5,2,0,0,0,30,39,0
19551,73,4,123160,10th,6,6,8,1,4,0,0,0,10,39,0
19552,38,1,99527,Masters,14,2,4,0,4,1,0,0,40,39,1
19553,30,4,123178,10th,6,4,3,1,4,1,0,0,50,39,0
19554,33,4,231043,HS-grad,9,2,3,0,4,1,0,0,50,39,1
19555,52,2,317733,Bachelors,13,2,10,0,4,1,7688,0,40,39,1
19556,58,4,241056,Some-college,10,0,1,4,4,0,0,0,46,39,0
19557,34,2,220066,Masters,14,4,10,1,4,0,0,0,50,39,0
19558,35,4,180342,HS-grad,9,2,3,0,4,1,0,0,40,39,0
19559,59,1,31840,HS-grad,9,2,3,0,4,1,0,0,40,39,1
19560,45,4,183168,Bachelors,13,0,4,4,4,0,0,0,40,39,0
19561,27,4,386036,Some-college,10,4,14,1,4,1,0,0,48,39,0
19562,31,2,446358,Doctorate,16,4,10,1,4,1,0,0,50,26,1
19563,45,4,28035,Some-college,10,4,5,2,4,1,0,0,50,39,0
19564,40,4,282155,HS-grad,9,5,8,2,4,0,0,0,25,39,0
19565,27,4,192384,Prof-school,15,2,1,0,4,1,0,0,40,39,0
19566,19,4,383637,HS-grad,9,4,8,3,4,1,0,0,20,39,0
19567,29,4,457402,5th-6th,3,4,8,1,4,1,0,0,25,26,0
19568,34,5,80249,Some-college,10,2,5,0,4,1,0,0,72,39,0
19569,32,7,159537,Assoc-acdm,12,2,3,0,4,1,0,0,40,39,0
19570,49,4,240859,11th,7,2,3,0,4,1,0,0,40,5,0
19571,33,4,83446,11th,7,0,4,4,4,0,0,0,40,39,1
19572,74,0,29866,7th-8th,4,2,0,0,4,1,0,0,2,39,0
19573,62,4,185503,Bachelors,13,2,10,0,4,1,0,0,50,39,1
19574,39,6,68781,HS-grad,9,2,4,0,4,1,0,0,40,39,0
19575,43,4,220589,HS-grad,9,0,4,4,4,0,0,0,40,39,0
19576,22,4,51136,Some-college,10,4,13,1,4,0,0,0,60,39,0
19577,24,4,54560,HS-grad,9,2,14,0,4,1,0,0,45,39,0
19578,76,0,28221,HS-grad,9,2,0,0,4,1,0,0,40,2,1
19579,25,4,201413,Some-college,10,4,8,4,2,0,0,0,40,39,0
19580,19,4,40425,Some-college,10,4,12,1,4,0,0,0,28,39,0
19581,31,4,189461,Assoc-acdm,12,0,1,4,4,0,0,0,41,39,0
19582,53,4,200576,11th,7,0,3,2,4,0,0,0,40,39,0
19583,61,4,92691,HS-grad,9,2,1,0,4,1,0,0,3,39,0
19584,47,4,664821,Bachelors,13,2,8,0,4,1,0,0,40,8,0
19585,37,4,175130,HS-grad,9,0,1,4,4,0,0,0,45,39,0
19586,50,6,391016,Bachelors,13,0,4,1,4,1,0,0,30,39,0
19587,27,4,249315,Some-college,10,4,12,1,4,1,0,0,44,39,0
19588,58,4,111169,HS-grad,9,0,1,1,4,0,0,0,40,39,0
19589,43,4,334946,HS-grad,9,2,6,0,2,1,0,0,40,39,0
19590,39,4,352248,Assoc-acdm,12,2,1,0,4,1,0,0,40,39,0
19591,36,4,173804,Some-college,10,4,12,1,4,0,0,0,35,39,0
19592,56,4,155449,Bachelors,13,2,10,0,4,1,0,0,50,39,0
19593,26,4,73689,HS-grad,9,2,5,0,4,1,0,0,55,39,0
19594,23,4,227594,Bachelors,13,4,10,3,4,0,0,0,38,39,0
19595,47,4,161676,11th,7,4,14,1,2,1,0,0,40,39,0
19596,68,4,75913,12th,8,6,12,1,4,0,0,0,30,39,0
19597,47,2,242552,Some-college,10,4,11,1,2,1,0,0,40,39,0
19598,45,1,352094,Some-college,10,2,13,0,4,1,7688,0,40,13,1
19599,26,4,159732,Some-college,10,2,4,0,4,1,0,0,60,39,0
19600,20,4,131230,HS-grad,9,4,7,3,4,1,0,1590,40,39,0
19601,46,4,180695,Some-college,10,4,1,3,4,0,0,0,40,39,0
19602,37,4,189922,Assoc-acdm,12,2,13,0,4,1,0,0,50,39,1
19603,37,4,409189,Some-college,10,2,3,0,4,1,0,0,45,39,0
19604,43,4,111252,Some-college,10,2,14,0,4,1,0,0,42,39,0
19605,59,4,294395,Masters,14,6,10,1,4,0,0,0,40,39,0
19606,39,4,172718,HS-grad,9,0,1,4,4,0,0,0,40,39,0
19607,32,4,43403,Some-college,10,0,5,1,4,0,0,1590,54,39,0
19608,63,4,111963,Some-college,10,2,10,0,4,1,0,0,16,39,0
19609,45,4,247869,Bachelors,13,2,10,0,4,1,0,0,60,39,1
19610,59,4,114032,Bachelors,13,0,1,4,4,0,0,0,40,39,0
19611,36,0,356838,12th,8,4,0,1,4,1,0,0,35,39,0
19612,26,4,179633,HS-grad,9,4,13,2,4,1,0,0,40,39,0
19613,34,4,19847,HS-grad,9,0,1,4,4,0,0,0,40,39,0
19614,41,4,231689,HS-grad,9,2,3,0,4,1,0,0,40,39,1
19615,26,4,209942,HS-grad,9,4,6,3,2,1,0,0,40,39,0
19616,53,4,197492,HS-grad,9,0,7,1,4,0,0,0,40,39,0
19617,33,4,262439,HS-grad,9,2,1,5,4,0,0,0,35,39,1
19618,46,4,283037,Bachelors,13,2,4,0,4,1,0,0,50,39,1
19619,79,0,144533,HS-grad,9,6,0,1,2,0,0,0,30,39,0
19620,31,4,83446,HS-grad,9,6,3,4,4,0,0,0,40,39,0
19621,24,4,215443,HS-grad,9,5,8,1,4,1,0,0,40,39,0
19622,57,2,268252,HS-grad,9,0,1,4,4,0,0,0,62,39,0
19623,40,4,181015,HS-grad,9,5,8,4,4,0,0,0,47,39,0
19624,41,5,139916,Assoc-voc,11,2,12,0,3,1,0,2179,84,26,0
19625,20,4,195770,Some-college,10,4,1,3,4,1,0,0,26,39,0
19626,45,4,125194,11th,7,4,7,1,2,0,0,0,40,39,0
19627,27,4,58654,Assoc-voc,11,5,1,4,4,0,0,0,40,39,0
19628,36,4,252327,5th-6th,3,3,3,2,4,1,0,0,40,26,0
19629,30,4,116508,HS-grad,9,2,3,0,4,1,0,0,40,11,0
19630,36,4,166988,Bachelors,13,2,10,5,4,0,0,0,40,39,1
19631,25,4,374163,HS-grad,9,3,5,1,3,1,0,0,40,26,0
19632,30,0,96851,Some-college,10,4,0,1,4,0,0,1719,25,39,0
19633,31,4,196788,HS-grad,9,2,1,5,4,0,0,0,40,39,0
19634,49,4,186172,HS-grad,9,2,3,0,4,1,7688,0,45,39,1
19635,26,4,245628,11th,7,4,6,4,4,1,0,0,20,39,0
19636,25,4,159732,Bachelors,13,4,10,1,4,1,0,0,40,39,0
19637,29,4,129856,Assoc-voc,11,4,1,3,4,0,0,0,40,39,0
19638,24,4,182812,Some-college,10,4,1,3,4,0,3325,0,52,6,0
19639,41,4,314322,HS-grad,9,2,1,0,4,1,0,0,40,39,1
19640,35,4,102976,Masters,14,4,4,1,4,1,0,0,40,39,1
19641,57,5,42959,Bachelors,13,2,12,5,4,0,0,0,40,39,1
19642,21,4,256356,11th,7,4,9,2,4,0,0,0,40,26,0
19643,29,4,136277,10th,6,4,8,3,2,0,0,0,32,39,0
19644,36,4,284616,Some-college,10,2,4,0,4,1,0,0,40,39,0
19645,20,4,185554,Some-college,10,4,1,3,4,0,0,0,25,39,0
19646,51,4,138847,Bachelors,13,2,4,0,4,1,0,0,40,39,1
19647,39,4,33487,11th,7,2,7,0,4,1,0,0,40,39,0
19648,36,4,84306,Bachelors,13,2,4,0,4,1,5013,0,50,39,0
19649,40,6,223881,Prof-school,15,2,10,0,4,1,99999,0,70,39,1
19650,61,4,149653,HS-grad,9,2,4,0,4,1,0,0,50,39,0
19651,38,4,348739,Prof-school,15,2,10,0,4,1,0,0,60,39,0
19652,20,0,235442,Some-college,10,4,0,3,4,1,0,0,35,39,0
19653,21,4,34506,HS-grad,9,5,8,3,4,0,0,0,35,39,0
19654,40,4,346964,HS-grad,9,0,13,4,4,0,0,0,40,39,0
19655,46,4,192208,10th,6,2,3,0,4,1,0,0,45,39,0
19656,21,4,305874,Some-college,10,2,3,0,4,1,0,0,54,39,0
19657,35,6,462890,10th,6,2,14,0,2,1,0,0,50,39,0
19658,39,4,89508,Bachelors,13,2,12,0,4,1,0,0,40,39,0
19659,38,6,200153,HS-grad,9,2,3,0,4,1,0,0,60,39,0
19660,30,4,179446,HS-grad,9,5,1,4,4,0,0,0,40,39,0
19661,28,4,208965,9th,5,4,7,4,3,1,0,0,40,26,0
19662,32,4,40142,Bachelors,13,2,4,0,4,1,0,0,40,39,1
19663,46,6,57452,Assoc-voc,11,2,3,0,4,1,0,0,40,39,1
19664,40,4,327573,Assoc-voc,11,2,3,0,4,1,0,0,40,39,0
19665,47,4,151267,HS-grad,9,2,7,5,2,0,15024,0,40,39,1
19666,44,4,265266,10th,6,2,14,0,4,1,0,0,40,39,0
19667,38,4,203836,HS-grad,9,2,12,0,4,1,3464,0,40,4,0
19668,51,0,163998,HS-grad,9,3,0,1,4,1,0,0,20,39,1
19669,46,6,28281,Bachelors,13,2,5,0,4,1,0,0,40,39,1
19670,51,4,293196,Doctorate,16,2,10,0,4,1,15024,0,60,20,1
19671,45,4,214627,Doctorate,16,6,10,4,4,1,15020,0,40,20,1
19672,20,4,368852,Some-college,10,4,8,3,4,0,0,0,20,39,0
19673,44,4,353396,Bachelors,13,2,10,0,4,1,0,0,45,39,0
19674,33,4,161745,Assoc-voc,11,2,5,0,4,1,0,0,45,39,0
19675,18,4,97963,HS-grad,9,4,8,3,4,0,0,0,30,39,0
19676,61,5,156542,Prof-school,15,5,10,1,4,1,0,0,40,39,1
19677,50,7,198103,Bachelors,13,4,4,1,4,0,0,0,40,39,0
19678,47,1,55377,HS-grad,9,4,7,3,2,1,0,0,40,39,0
19679,34,4,173730,Bachelors,13,2,4,0,4,1,0,0,50,39,1
19680,53,4,374588,HS-grad,9,2,14,0,2,1,0,0,60,39,0
19681,39,6,174330,Some-college,10,2,3,0,4,1,0,0,40,39,0
19682,58,4,78141,HS-grad,9,2,3,0,4,1,0,0,40,39,1
19683,66,0,190324,HS-grad,9,2,0,0,2,1,0,0,18,39,0
19684,26,4,31350,11th,7,4,5,1,4,1,0,0,50,39,0
19685,41,4,243607,5th-6th,3,2,1,0,4,1,0,0,40,26,0
19686,47,2,134671,Some-college,10,2,4,0,4,1,0,0,40,39,0
19687,31,4,197023,Assoc-voc,11,2,7,0,0,1,0,0,40,39,0
19688,52,4,117674,Some-college,10,2,4,0,4,1,0,0,40,39,1
19689,29,4,169815,Assoc-acdm,12,2,12,0,4,1,0,0,50,39,1
19690,43,4,598606,9th,5,5,6,4,2,0,0,0,50,39,0
19691,42,1,122861,Masters,14,2,4,0,4,1,0,0,40,39,1
19692,35,4,166235,Some-college,10,4,7,1,2,0,0,0,30,39,0
19693,41,4,187821,HS-grad,9,2,7,0,4,1,2885,0,40,39,0
19694,34,4,340940,Bachelors,13,2,12,0,4,1,7298,0,60,39,1
19695,52,6,194791,Some-college,10,2,3,0,4,1,0,0,40,39,0
19696,61,4,231323,Some-college,10,2,3,0,4,1,0,0,40,39,0
19697,39,2,305597,HS-grad,9,5,4,4,4,1,0,0,40,39,0
19698,19,4,25429,Some-college,10,4,12,1,4,0,0,0,25,39,0
19699,46,7,192779,Bachelors,13,2,4,0,4,1,7688,0,40,39,1
19700,39,4,346478,Some-college,10,4,4,1,4,1,0,0,45,39,0
19701,22,4,341368,Some-college,10,4,8,1,4,1,0,0,50,39,0
19702,30,7,295612,HS-grad,9,5,1,1,4,0,0,0,40,39,0
19703,40,4,168936,Assoc-voc,11,0,8,1,4,0,0,0,32,39,0
19704,43,4,218558,Bachelors,13,3,10,1,4,1,3325,0,40,39,0
19705,37,4,336598,5th-6th,3,2,5,0,4,1,0,0,36,26,0
19706,23,4,308205,Assoc-acdm,12,4,8,3,4,1,0,0,20,39,0
19707,39,2,357173,Assoc-acdm,12,0,10,1,4,1,0,0,59,39,0
19708,54,4,457237,Masters,14,2,12,0,4,1,0,0,40,39,0
19709,46,5,284799,Some-college,10,2,12,0,4,1,0,0,60,39,0
19710,20,4,179423,Some-college,10,4,14,3,4,0,0,0,40,39,0
19711,50,6,363405,Bachelors,13,2,13,5,4,0,0,0,50,39,1
19712,17,4,139183,10th,6,4,12,3,4,0,0,0,15,39,0
19713,36,4,203482,HS-grad,9,2,7,0,4,1,0,0,40,39,0
19714,37,4,112554,HS-grad,9,2,12,0,4,1,0,0,45,39,0
19715,53,4,99476,HS-grad,9,0,8,1,4,0,0,0,38,39,0
19716,50,4,93690,HS-grad,9,2,14,0,4,1,0,0,40,39,1
19717,38,4,220585,HS-grad,9,2,3,0,4,1,0,0,40,39,0
19718,63,6,194638,HS-grad,9,2,3,0,4,1,0,0,32,39,0
19719,53,4,154785,HS-grad,9,2,3,0,4,1,0,0,50,39,1
19720,40,0,162108,Bachelors,13,0,0,1,4,0,0,0,50,39,0
19721,23,5,214542,Some-college,10,4,10,1,4,1,0,0,50,39,0
19722,20,4,161922,HS-grad,9,4,6,1,4,1,0,0,43,39,0
19723,46,4,207940,Some-college,10,2,3,0,2,1,0,0,40,39,1
19724,28,4,259351,10th,6,4,8,2,0,1,0,0,40,26,0
19725,59,4,208395,Masters,14,0,10,1,4,1,0,0,50,39,0
19726,41,4,116391,Bachelors,13,2,4,0,4,1,0,0,40,39,1
19727,33,4,239781,Preschool,1,2,5,0,4,1,0,0,40,26,0
19728,56,4,174351,12th,8,2,3,0,4,1,0,0,40,22,0
19729,50,6,44368,HS-grad,9,2,12,0,4,1,15024,0,55,8,1
19730,31,2,188798,Bachelors,13,4,4,1,4,0,0,0,50,39,0
19731,41,4,50122,Assoc-voc,11,0,12,3,4,1,0,0,50,39,0
19732,38,4,111398,Bachelors,13,2,10,5,4,0,7688,0,40,39,1
19733,25,7,152035,Assoc-acdm,12,4,1,3,4,0,0,0,40,39,0
19734,18,0,139003,HS-grad,9,4,0,2,3,0,0,0,12,39,0
19735,49,2,249289,Bachelors,13,0,10,4,2,0,0,0,40,39,0
19736,39,4,257726,Some-college,10,4,7,3,4,1,0,0,40,39,0
19737,22,0,113175,Some-college,10,4,0,3,4,0,0,0,20,39,0
19738,21,4,151158,Some-college,10,4,10,3,4,0,0,0,25,39,0
19739,35,4,465326,Bachelors,13,2,12,0,4,1,0,0,40,39,0
19740,21,0,356772,HS-grad,9,4,0,4,4,0,0,0,40,39,0
19741,38,4,364782,HS-grad,9,2,3,0,4,1,0,0,40,39,1
19742,55,4,198385,7th-8th,4,6,8,4,4,0,0,0,20,0,0
19743,31,4,329301,HS-grad,9,0,14,1,4,1,0,0,55,39,0
19744,17,5,254859,11th,7,4,10,3,4,1,0,0,20,39,0
19745,31,4,203488,Bachelors,13,2,1,0,4,1,7298,0,50,39,1
19746,25,2,222800,Bachelors,13,4,10,1,4,1,0,0,40,39,0
19747,39,4,96452,Masters,14,2,4,0,4,1,0,0,55,39,1
19748,50,4,170050,7th-8th,4,2,7,0,4,1,0,0,40,39,0
19749,38,2,116580,Bachelors,13,2,10,5,4,0,0,0,20,39,1
19750,50,4,400004,Some-college,10,2,12,0,4,1,0,0,60,39,0
19751,63,4,183608,10th,6,2,4,0,4,1,0,0,40,39,0
19752,31,4,194055,HS-grad,9,2,14,0,4,1,0,0,50,39,0
19753,23,4,210443,Bachelors,13,4,10,3,4,0,0,0,40,39,0
19754,18,4,43272,Some-college,10,4,8,3,4,1,0,0,20,39,0
